"Time","conc_molH","conc_molMET","conc_molSTY","conc_molTOL","conc_molWAT","liqlevel","liqlevel_l2","Q","QCum","T","P"
"2.17","0.0456147","0.663354","3.07001","0.776187","2.64386","5.13053","0.736991","-1.86383","-49.689","42.4958","2.45998"
"2.18","0.0456094","0.663364","3.07008","0.776154","2.64367","5.13065","0.736804","-1.86383","-49.7076","42.5259","2.4603"
"2.19","0.0456041","0.663374","3.07015","0.776121","2.64348","5.13078","0.736614","-1.86383","-49.7263","42.556","2.46063"
"2.2","0.0455988","0.663384","3.07023","0.776088","2.64328","5.13091","0.736425","-1.86383","-49.7449","42.586","2.46096"
"2.21","0.0455968","0.663394","3.0703","0.776055","2.64307","5.13104","0.736236","-1.86383","-49.7635","42.6161","2.46146"
"2.22","0.0455963","0.663404","3.07037","0.776022","2.64287","5.13117","0.736043","-1.86383","-49.7822","42.6467","2.46204"
"2.23","0.0455958","0.663414","3.07044","0.775989","2.64266","5.13129","0.735849","-1.86383","-49.8008","42.6772","2.46261"
"2.24","0.0455953","0.663424","3.07051","0.775957","2.64245","5.13142","0.735656","-1.86383","-49.8194","42.7077","2.46319"
"2.25","0.0455948","0.663435","3.07058","0.775925","2.64223","5.13155","0.735463","-1.86383","-49.8381","42.7383","2.46377"
"2.26","0.0455976","0.663445","3.07065","0.775894","2.64202","5.13168","0.735259","-1.86383","-49.8567","42.7702","2.46454"
"2.27","0.045602","0.663455","3.07073","0.775862","2.64181","5.13181","0.735055","-1.86383","-49.8754","42.8029","2.46539"
"2.28","0.0456063","0.663465","3.0708","0.77583","2.64158","5.13193","0.734848","-1.86383","-49.894","42.8356","2.46625"
"2.29","0.0456107","0.663474","3.07087","0.775798","2.64136","5.13205","0.73464","-1.86383","-49.9126","42.8682","2.4671"
"2.3","0.0456151","0.663483","3.07094","0.775766","2.64113","5.13217","0.734433","-1.86383","-49.9313","42.9009","2.46796"
"2.31","0.0456226","0.663492","3.07101","0.775735","2.6409","5.13229","0.734226","-1.86383","-49.9499","42.9336","2.46897"
"2.32","0.0456316","0.663501","3.07108","0.775703","2.64068","5.13241","0.734018","-1.86383","-49.9686","42.9665","2.47007"
"2.33","0.0456406","0.66351","3.07115","0.775671","2.64044","5.13253","0.733808","-1.86383","-49.9872","42.9993","2.47116"
"2.34","0.0456497","0.663519","3.07122","0.775639","2.6402","5.13265","0.733597","-1.86383","-50.0058","43.0322","2.47226"
"2.35","0.0456587","0.663528","3.0713","0.775609","2.63996","5.13277","0.733386","-1.86383","-50.0245","43.0651","2.47335"
"2.36","0.0456706","0.663537","3.07137","0.775578","2.63972","5.13288","0.733175","-1.86383","-50.0431","43.098","2.47459"
"2.37","0.0456841","0.663546","3.07144","0.775548","2.63948","5.133","0.732965","-1.86383","-50.0617","43.1306","2.47591"
"2.38","0.0456975","0.663555","3.07151","0.775518","2.63922","5.13312","0.732754","-1.86383","-50.0804","43.1632","2.47722"
"2.39","0.0457109","0.663564","3.07158","0.775487","2.63897","5.13324","0.732543","-1.86383","-50.099","43.1958","2.47853"
"2.4","0.0457243","0.663573","3.07165","0.775457","2.63871","5.13336","0.732333","-1.86383","-50.1177","43.2284","2.47984"
"2.41","0.0457405","0.663582","3.07172","0.775426","2.63846","5.13348","0.732122","-1.86383","-50.1363","43.261","2.48129"
"2.42","0.045758","0.663591","3.0718","0.775396","2.63821","5.13359","0.73191","-1.86383","-50.1549","43.2931","2.48281"
"2.43","0.0457755","0.6636","3.07188","0.775365","2.63794","5.1337","0.731698","-1.86383","-50.1736","43.3253","2.48432"
"2.44","0.045793","0.663609","3.07195","0.775335","2.63767","5.13381","0.731487","-1.86383","-50.1922","43.3575","2.48584"
"2.45","0.0458105","0.663617","3.07203","0.775305","2.63741","5.13393","0.731275","-1.86383","-50.2108","43.3896","2.48735"
"2.46","0.0458306","0.663626","3.0721","0.775276","2.63714","5.13404","0.731063","-1.86383","-50.2295","43.4218","2.48899"
"2.47","0.045852","0.663635","3.07218","0.775247","2.63687","5.13415","0.730851","-1.86383","-50.2481","43.4534","2.49069"
"2.48","0.0458733","0.663644","3.07225","0.775218","2.6366","5.13426","0.73064","-1.86383","-50.2668","43.4851","2.49239"
"2.49","0.0458947","0.663653","3.07233","0.775188","2.63632","5.13438","0.730428","-1.86383","-50.2854","43.5168","2.4941"
"2.5","0.0459161","0.663662","3.0724","0.775159","2.63604","5.13449","0.730216","-1.86383","-50.304","43.5485","2.4958"
"2.51","0.0459398","0.66367","3.07248","0.77513","2.63576","5.1346","0.730004","-1.86383","-50.3227","43.5801","2.49762"
"2.52","0.0459647","0.663679","3.07256","0.775101","2.63548","5.13471","0.729793","-1.86383","-50.3413","43.6113","2.49949"
"2.53","0.0459897","0.663688","3.07263","0.775071","2.63519","5.13482","0.729581","-1.86383","-50.36","43.6425","2.50137"
"2.54","0.0460146","0.663697","3.07271","0.775043","2.63489","5.13494","0.729369","-1.86383","-50.3786","43.6737","2.50325"
"2.55","0.0460395","0.663706","3.07278","0.775015","2.6346","5.13505","0.729157","-1.86383","-50.3972","43.7049","2.50512"
"2.56","0.0460667","0.663715","3.07286","0.774987","2.63431","5.13516","0.728946","-1.86383","-50.4159","43.7361","2.50711"
"2.57","0.0460949","0.663723","3.07293","0.774959","2.63402","5.13527","0.728734","-1.86383","-50.4345","43.7668","2.50915"
"2.58","0.0461232","0.663732","3.07301","0.774931","2.63371","5.13538","0.728522","-1.86383","-50.4531","43.7975","2.51118"
"2.59","0.0461514","0.663741","3.07308","0.774903","2.63341","5.1355","0.728311","-1.86383","-50.4718","43.8283","2.51322"
"2.6","0.0461796","0.66375","3.07316","0.774875","2.6331","5.1356","0.728099","-1.86383","-50.4904","43.859","2.51526"
"2.61","0.04621","0.663759","3.07324","0.774847","2.6328","5.13571","0.727887","-1.86383","-50.5091","43.8897","2.5174"
"2.62","0.0462413","0.663767","3.07331","0.774819","2.6325","5.13582","0.727675","-1.86383","-50.5277","43.9199","2.51959"
"2.63","0.0462726","0.663776","3.07339","0.774791","2.63218","5.13592","0.727464","-1.86383","-50.5463","43.9502","2.52178"
"2.64","0.046304","0.663785","3.07347","0.774765","2.63186","5.13603","0.727252","-1.86383","-50.565","43.9805","2.52397"
"2.65","0.0463353","0.663794","3.07354","0.774738","2.63155","5.13613","0.72704","-1.86383","-50.5836","44.0107","2.52615"
"2.66","0.0463685","0.663803","3.07362","0.774711","2.63123","5.13624","0.726828","-1.86383","-50.6022","44.041","2.52844"
"2.67","0.0464027","0.663812","3.0737","0.774685","2.63091","5.13635","0.726617","-1.86383","-50.6209","44.0708","2.53076"
"2.68","0.0464369","0.66382","3.07378","0.774658","2.63059","5.13645","0.726405","-1.86383","-50.6395","44.1006","2.53309"
"2.69","0.0464711","0.663829","3.07386","0.774631","2.63026","5.13656","0.726193","-1.86383","-50.6582","44.1304","2.53542"
"2.7","0.0465053","0.663838","3.07394","0.774605","2.62993","5.13667","0.725981","-1.86383","-50.6768","44.1602","2.53775"
"2.71","0.0465412","0.663847","3.07402","0.774578","2.6296","5.13677","0.72577","-1.86383","-50.6954","44.19","2.54016"
"2.72","0.0465781","0.663856","3.0741","0.774551","2.62927","5.13688","0.725558","-1.86383","-50.7141","44.2193","2.54262"
"2.73","0.0466149","0.663866","3.07417","0.774525","2.62893","5.13699","0.725346","-1.86383","-50.7327","44.2487","2.54508"
"2.74","0.0466517","0.663876","3.07425","0.774499","2.62859","5.13709","0.725135","-1.86383","-50.7514","44.278","2.54753"
"2.75","0.0466886","0.663886","3.07433","0.774474","2.62825","5.1372","0.724922","-1.86383","-50.77","44.3074","2.54999"
"2.76","0.046727","0.663896","3.07441","0.774449","2.62791","5.1373","0.72471","-1.86383","-50.7886","44.3368","2.55253"
"2.77","0.0467663","0.663906","3.07449","0.774423","2.62757","5.13741","0.724498","-1.86383","-50.8073","44.3657","2.5551"
"2.78","0.0468056","0.663916","3.07457","0.774398","2.62722","5.13751","0.724286","-1.86383","-50.8259","44.3946","2.55768"
"2.79","0.0468449","0.663926","3.07465","0.774373","2.62687","5.13761","0.724073","-1.86383","-50.8445","44.4235","2.56026"
"2.8","0.0468842","0.663937","3.07472","0.774347","2.62652","5.13771","0.723861","-1.86383","-50.8632","44.4525","2.56283"
"2.81","0.046925","0.663947","3.0748","0.774322","2.62617","5.13781","0.723649","-1.86383","-50.8818","44.4814","2.56548"
"2.82","0.0469665","0.663957","3.07488","0.774297","2.62582","5.13791","0.723437","-1.86383","-50.9005","44.5099","2.56817"
"2.83","0.047008","0.663967","3.07496","0.774271","2.62545","5.13801","0.723224","-1.86383","-50.9191","44.5384","2.57085"
"2.84","0.0470496","0.663977","3.07504","0.774247","2.62509","5.13811","0.723012","-1.86383","-50.9377","44.5669","2.57354"
"2.85","0.0470911","0.663987","3.07512","0.774223","2.62473","5.13821","0.7228","-1.86383","-50.9564","44.5954","2.57623"
"2.86","0.047134","0.663998","3.07521","0.774199","2.62437","5.13832","0.722588","-1.86383","-50.975","44.624","2.57898"
"2.87","0.0471777","0.66401","3.07529","0.774176","2.62401","5.13842","0.722375","-1.86383","-50.9936","44.6521","2.58177"
"2.88","0.0472213","0.664021","3.07537","0.774152","2.62363","5.13852","0.722163","-1.86383","-51.0123","44.6802","2.58455"
"2.89","0.0472649","0.664033","3.07545","0.774128","2.62326","5.13862","0.721951","-1.86383","-51.0309","44.7083","2.58734"
"2.9","0.0473085","0.664044","3.07553","0.774104","2.62289","5.13872","0.721739","-1.86383","-51.0496","44.7364","2.59013"
"2.91","0.0473534","0.664055","3.07561","0.77408","2.62251","5.13882","0.721526","-1.86383","-51.0682","44.7645","2.59298"
"2.92","0.0473989","0.664067","3.0757","0.774056","2.62214","5.13892","0.721314","-1.86383","-51.0868","44.7922","2.59586"
"2.93","0.0474445","0.664078","3.07578","0.774032","2.62176","5.13902","0.721102","-1.86383","-51.1055","44.8199","2.59874"
"2.94","0.04749","0.66409","3.07586","0.774009","2.62137","5.13912","0.72089","-1.86383","-51.1241","44.8476","2.60162"
"2.95","0.0475356","0.664101","3.07594","0.773987","2.62099","5.13922","0.720677","-1.86383","-51.1428","44.8753","2.6045"
"2.96","0.0475823","0.664112","3.07602","0.773964","2.6206","5.13933","0.720465","-1.86383","-51.1614","44.903","2.60744"
"2.97","0.0476296","0.664125","3.0761","0.773942","2.62022","5.13943","0.720253","-1.86383","-51.18","44.9303","2.6104"
"2.98","0.0476769","0.664138","3.07619","0.773919","2.61983","5.13953","0.720041","-1.86383","-51.1987","44.9576","2.61337"
"2.99","0.0477241","0.664151","3.07627","0.773896","2.61943","5.13962","0.719828","-1.86383","-51.2173","44.9849","2.61633"
"3","0.0477714","0.664163","3.07635","0.773874","2.61904","5.13972","0.719615","-1.86383","-51.2359","45.0122","2.6193"
"3.01","0.0478198","0.664176","3.07643","0.773851","2.61864","5.13982","0.719402","-1.86383","-51.2546","45.0395","2.62233"
"3.02","0.0478687","0.664189","3.07651","0.773829","2.61825","5.13991","0.719189","-1.86383","-51.2732","45.0664","2.62536"
"3.03","0.0479176","0.664202","3.07659","0.773806","2.61784","5.14001","0.718976","-1.86383","-51.2919","45.0934","2.6284"
"3.04","0.0479665","0.664215","3.07668","0.773785","2.61744","5.14011","0.718763","-1.86383","-51.3105","45.1203","2.63145"
"3.05","0.0480155","0.664227","3.07676","0.773764","2.61703","5.1402","0.718551","-1.86383","-51.3291","45.1472","2.63449"
"3.06","0.0480654","0.66424","3.07685","0.773743","2.61663","5.1403","0.718338","-1.86383","-51.3478","45.1741","2.6376"
"3.07","0.0481157","0.664253","3.07693","0.773721","2.61622","5.1404","0.718125","-1.86383","-51.3664","45.2007","2.6407"
"3.08","0.0481661","0.664267","3.07702","0.7737","2.61581","5.14049","0.717912","-1.86383","-51.385","45.2273","2.64381"
"3.09","0.0482165","0.664281","3.0771","0.773679","2.6154","5.14059","0.717699","-1.86383","-51.4037","45.2538","2.64693"
"3.1","0.0482669","0.664295","3.07719","0.773658","2.61498","5.14069","0.717486","-1.86383","-51.4223","45.2804","2.65004"
"3.11","0.0483184","0.66431","3.07727","0.773637","2.61457","5.14078","0.717273","-1.86383","-51.441","45.3069","2.65321"
"3.12","0.0483699","0.664324","3.07736","0.773616","2.61415","5.14088","0.71706","-1.86383","-51.4596","45.3331","2.65638"
"3.13","0.0484217","0.664338","3.07744","0.773594","2.61372","5.14097","0.716847","-1.86383","-51.4782","45.3593","2.65956"
"3.14","0.0484734","0.664352","3.07753","0.773575","2.6133","5.14107","0.716635","-1.86383","-51.4969","45.3855","2.66274"
"3.15","0.0485252","0.664367","3.07761","0.773555","2.61287","5.14117","0.716422","-1.86383","-51.5155","45.4117","2.66593"
"3.16","0.0485779","0.664381","3.0777","0.773535","2.61245","5.14126","0.716209","-1.86383","-51.5341","45.4379","2.66916"
"3.17","0.0486307","0.664395","3.07778","0.773515","2.61202","5.14136","0.715996","-1.86383","-51.5528","45.4637","2.67239"
"3.18","0.0486837","0.664411","3.07787","0.773495","2.6116","5.14146","0.715783","-1.86383","-51.5714","45.4895","2.67563"
"3.19","0.0487367","0.664426","3.07795","0.773475","2.61116","5.14155","0.715569","-1.86383","-51.5901","45.5154","2.67887"
"3.2","0.0487896","0.664442","3.07803","0.773456","2.61072","5.14165","0.715356","-1.86383","-51.6087","45.5412","2.68211"
"3.21","0.0488436","0.664458","3.07812","0.773436","2.61029","5.14174","0.715142","-1.86383","-51.6273","45.567","2.68539"
"3.22","0.0488975","0.664474","3.0782","0.773416","2.60985","5.14183","0.714929","-1.86383","-51.646","45.5925","2.68867"
"3.23","0.0489516","0.664489","3.07829","0.773396","2.60941","5.14193","0.714715","-1.86383","-51.6646","45.618","2.69197"
"3.24","0.0490057","0.664505","3.07838","0.773378","2.60897","5.14202","0.714501","-1.86383","-51.6833","45.6435","2.69526"
"3.25","0.0490598","0.664521","3.07846","0.773359","2.60852","5.14211","0.714288","-1.86383","-51.7019","45.669","2.69856"
"3.26","0.0491147","0.664536","3.07855","0.773341","2.60808","5.1422","0.714074","-1.86383","-51.7205","45.6944","2.70189"
"3.27","0.0491697","0.664552","3.07864","0.773323","2.60763","5.1423","0.713861","-1.86383","-51.7392","45.7196","2.70522"
"3.28","0.0492248","0.664569","3.07873","0.773304","2.60719","5.14239","0.713647","-1.86383","-51.7578","45.7447","2.70857"
"3.29","0.0492799","0.664587","3.07881","0.773286","2.60673","5.14248","0.713433","-1.86383","-51.7764","45.7699","2.71191"
"3.3","0.049335","0.664604","3.0789","0.773267","2.60627","5.14257","0.71322","-1.86383","-51.7951","45.795","2.71525"
"3.31","0.0493909","0.664621","3.07899","0.773249","2.60582","5.14267","0.713006","-1.86383","-51.8137","45.8201","2.71863"
"3.32","0.0494468","0.664638","3.07908","0.77323","2.60536","5.14276","0.712793","-1.86383","-51.8324","45.8449","2.72201"
"3.33","0.0495029","0.664656","3.07917","0.773212","2.60491","5.14285","0.712579","-1.86383","-51.851","45.8697","2.7254"
"3.34","0.0495589","0.664673","3.07925","0.773195","2.60444","5.14294","0.712365","-1.86383","-51.8696","45.8945","2.7288"
"3.35","0.0496149","0.66469","3.07934","0.773178","2.60398","5.14304","0.712152","-1.86383","-51.8883","45.9194","2.73219"
"3.36","0.0496717","0.664707","3.07943","0.773161","2.60352","5.14313","0.711938","-1.86383","-51.9069","45.9442","2.73558"
"3.37","0.0497284","0.664725","3.07952","0.773144","2.60305","5.14322","0.711725","-1.86383","-51.9255","45.9686","2.73901"
"3.38","0.0497853","0.664743","3.0796","0.773127","2.60259","5.14331","0.71151","-1.86383","-51.9442","45.9931","2.74244"
"3.39","0.0498422","0.664762","3.07969","0.773109","2.60211","5.14341","0.711296","-1.86383","-51.9628","46.0176","2.74587"
"3.4","0.0498991","0.664781","3.07978","0.773092","2.60164","5.1435","0.711081","-1.86383","-51.9815","46.0421","2.7493"
"3.41","0.0499566","0.6648","3.07987","0.773075","2.60117","5.14359","0.710867","-1.86383","-52.0001","46.0665","2.75274"
"3.42","0.0500141","0.664818","3.07995","0.773058","2.60069","5.14368","0.710653","-1.86383","-52.0187","46.0907","2.7562"
"3.43","0.0500717","0.664837","3.08004","0.773041","2.60022","5.14378","0.710438","-1.86383","-52.0374","46.1148","2.75967"
"3.44","0.0501295","0.664856","3.08013","0.773025","2.59974","5.14387","0.710224","-1.86383","-52.056","46.139","2.76313"
"3.45","0.0501873","0.664875","3.08022","0.77301","2.59926","5.14396","0.71001","-1.86383","-52.0747","46.1631","2.7666"
"3.46","0.050245","0.664894","3.08031","0.772994","2.59877","5.14405","0.709795","-1.86383","-52.0933","46.1873","2.77006"
"3.47","0.0503034","0.664914","3.0804","0.772978","2.59829","5.14415","0.709581","-1.86383","-52.1119","46.2111","2.77356"
"3.48","0.0503618","0.664934","3.08049","0.772962","2.59781","5.14423","0.709366","-1.86383","-52.1306","46.235","2.77706"
"3.49","0.0504202","0.664954","3.08059","0.772947","2.59732","5.14432","0.709152","-1.86383","-52.1492","46.2588","2.78055"
"3.5","0.0504786","0.664975","3.08068","0.772931","2.59683","5.14441","0.708938","-1.86383","-52.1678","46.2826","2.78405"
"3.51","0.0505369","0.664995","3.08077","0.772915","2.59634","5.1445","0.708723","-1.86383","-52.1865","46.3065","2.78754"
"3.52","0.0505959","0.665015","3.08086","0.7729","2.59585","5.14459","0.708509","-1.86383","-52.2051","46.33","2.79107"
"3.53","0.0506549","0.665036","3.08095","0.772884","2.59535","5.14468","0.708294","-1.86383","-52.2238","46.3535","2.79459"
"3.54","0.0507139","0.665056","3.08104","0.772869","2.59485","5.14477","0.70808","-1.86383","-52.2424","46.377","2.79812"
"3.55","0.0507728","0.665076","3.08113","0.772855","2.59436","5.14486","0.707866","-1.86383","-52.261","46.4006","2.80164"
"3.56","0.0508318","0.665097","3.08122","0.772841","2.59386","5.14494","0.707651","-1.86383","-52.2797","46.4241","2.80516"
"3.57","0.0508913","0.665119","3.08131","0.772826","2.59336","5.14503","0.707436","-1.86383","-52.2983","46.4473","2.80871"
"3.58","0.0509508","0.665141","3.0814","0.772812","2.59286","5.14512","0.707221","-1.86383","-52.3169","46.4705","2.81226"
"3.59","0.0510103","0.665162","3.08149","0.772797","2.59235","5.14521","0.707006","-1.86383","-52.3356","46.4938","2.81581"
"3.6","0.0510698","0.665184","3.08158","0.772783","2.59184","5.1453","0.70679","-1.86383","-52.3542","46.517","2.81936"
"3.61","0.0511293","0.665206","3.08167","0.772769","2.59133","5.14539","0.706575","-1.86383","-52.3729","46.5402","2.8229"
"3.62","0.0511893","0.665228","3.08176","0.772754","2.59083","5.14548","0.70636","-1.86383","-52.3915","46.5631","2.82647"
"3.63","0.0512492","0.66525","3.08185","0.77274","2.59032","5.14557","0.706145","-1.86383","-52.4101","46.586","2.83004"
"3.64","0.0513092","0.665272","3.08195","0.772727","2.5898","5.14566","0.705929","-1.86383","-52.4288","46.609","2.83361"
"3.65","0.0513692","0.665294","3.08204","0.772714","2.58928","5.14574","0.705714","-1.86383","-52.4474","46.6319","2.83718"
"3.66","0.0514291","0.665316","3.08213","0.7727","2.58877","5.14583","0.705499","-1.86383","-52.4661","46.6548","2.84075"
"3.67","0.0514895","0.66534","3.08223","0.772687","2.58825","5.14592","0.705284","-1.86383","-52.4847","46.6774","2.84434"
"3.68","0.0515499","0.665363","3.08232","0.772674","2.58774","5.14601","0.705069","-1.86383","-52.5033","46.7001","2.84793"
"3.69","0.0516102","0.665387","3.08241","0.772661","2.58721","5.1461","0.704853","-1.86383","-52.522","46.7227","2.85151"
"3.7","0.0516706","0.66541","3.08251","0.772648","2.58669","5.14619","0.704638","-1.86383","-52.5406","46.7453","2.8551"
"3.71","0.051731","0.665434","3.0826","0.772635","2.58616","5.14628","0.704423","-1.86383","-52.5592","46.7679","2.85869"
"3.72","0.0517917","0.665457","3.0827","0.772622","2.58564","5.14637","0.704208","-1.86383","-52.5779","46.7903","2.86228"
"3.73","0.0518525","0.665481","3.08279","0.772609","2.58511","5.14645","0.703992","-1.86383","-52.5965","46.8126","2.86589"
"3.74","0.0519133","0.665504","3.08288","0.772597","2.58458","5.14654","0.703777","-1.86383","-52.6152","46.835","2.86949"
"3.75","0.051974","0.665528","3.08298","0.772585","2.58405","5.14663","0.703562","-1.86383","-52.6338","46.8573","2.8731"
"3.76","0.0520348","0.665552","3.08307","0.772573","2.58352","5.14672","0.703346","-1.86383","-52.6524","46.8796","2.8767"
"3.77","0.0520956","0.665577","3.08316","0.772561","2.58298","5.14681","0.70313","-1.86383","-52.6711","46.9017","2.88031"
"3.78","0.0521566","0.665602","3.08326","0.77255","2.58245","5.1469","0.702914","-1.86383","-52.6897","46.9237","2.88393"
"3.79","0.0522177","0.665627","3.08335","0.772538","2.58191","5.14698","0.702697","-1.86383","-52.7083","46.9457","2.88754"
"3.8","0.0522788","0.665653","3.08344","0.772526","2.58137","5.14707","0.702481","-1.86383","-52.727","46.9677","2.89116"
"3.81","0.0523398","0.665678","3.08354","0.772514","2.58083","5.14716","0.702265","-1.86383","-52.7456","46.9897","2.89478"
"3.82","0.0524009","0.665703","3.08363","0.772502","2.58029","5.14725","0.702049","-1.86383","-52.7643","47.0117","2.8984"
"3.83","0.0524622","0.665728","3.08372","0.772491","2.57975","5.14733","0.701833","-1.86383","-52.7829","47.0334","2.90202"
"3.84","0.0525236","0.665754","3.08382","0.77248","2.5792","5.14742","0.701617","-1.86383","-52.8015","47.0552","2.90565"
"3.85","0.0525849","0.665779","3.08392","0.77247","2.57866","5.14751","0.701401","-1.86383","-52.8202","47.0769","2.90928"
"3.86","0.0526462","0.665804","3.08401","0.772459","2.57811","5.14759","0.701185","-1.86383","-52.8388","47.0986","2.91291"
"3.87","0.0527075","0.665829","3.08411","0.772448","2.57756","5.14768","0.700969","-1.86383","-52.8574","47.1203","2.91653"
"3.88","0.052769","0.665856","3.0842","0.772438","2.57701","5.14777","0.700753","-1.86383","-52.8761","47.1418","2.92016"
"3.89","0.0528306","0.665883","3.0843","0.772427","2.57646","5.14786","0.700536","-1.86383","-52.8947","47.1632","2.9238"
"3.9","0.0528921","0.66591","3.0844","0.772417","2.5759","5.14794","0.70032","-1.86383","-52.9134","47.1847","2.92744"
"3.91","0.0529537","0.665937","3.08449","0.772406","2.57534","5.14803","0.700104","-1.86383","-52.932","47.2061","2.93107"
"3.92","0.0530152","0.665964","3.08459","0.772396","2.57479","5.14812","0.699888","-1.86383","-52.9506","47.2276","2.93471"
"3.93","0.0530767","0.665991","3.08469","0.772385","2.57423","5.1482","0.699672","-1.86383","-52.9693","47.2487","2.93835"
"3.94","0.0531385","0.666018","3.08478","0.772376","2.57367","5.14829","0.699456","-1.86383","-52.9879","47.2699","2.94199"
"3.95","0.0532002","0.666044","3.08488","0.772367","2.57311","5.14838","0.699239","-1.86383","-53.0066","47.2911","2.94563"
"3.96","0.0532619","0.666071","3.08498","0.772357","2.57254","5.14847","0.699022","-1.86383","-53.0252","47.3123","2.94927"
"3.97","0.0533236","0.666098","3.08507","0.772348","2.57198","5.14855","0.698806","-1.86383","-53.0438","47.3335","2.95292"
"3.98","0.0533854","0.666126","3.08517","0.772339","2.57142","5.14864","0.698589","-1.86383","-53.0625","47.3544","2.95656"
"3.99","0.0534471","0.666154","3.08526","0.77233","2.57085","5.14873","0.698373","-1.86383","-53.0811","47.3753","2.9602"
"4","0.0535089","0.666182","3.08536","0.77232","2.57028","5.14881","0.698156","-1.86383","-53.0997","47.3962","2.96385"
"4.01","0.0535708","0.666209","3.08546","0.772311","2.56971","5.1489","0.69794","-1.86383","-53.1184","47.4171","2.96749"
"4.02","0.0536326","0.666237","3.08555","0.772302","2.56914","5.14899","0.697723","-1.86383","-53.137","47.438","2.97114"
"4.03","0.0536945","0.666265","3.08565","0.772293","2.56856","5.14908","0.697507","-1.86383","-53.1557","47.4588","2.97479"
"4.04","0.0537564","0.666293","3.08575","0.772283","2.56799","5.14916","0.69729","-1.86383","-53.1743","47.4795","2.97843"
"4.05","0.0538182","0.666321","3.08584","0.772275","2.56742","5.14925","0.697074","-1.86383","-53.1929","47.5002","2.98208"
"4.06","0.0538801","0.666348","3.08594","0.772266","2.56684","5.14934","0.696857","-1.86383","-53.2116","47.521","2.98573"
"4.07","0.0539421","0.666376","3.08604","0.772257","2.56627","5.14942","0.696641","-1.86383","-53.2302","47.5417","2.98937"
