"Time","conc_molH","conc_molMET","conc_molSTY","conc_molTOL","conc_molWAT","liqlevel","liqlevel_l2","Q","QCum","T","P"
"4.35","0.0435688","0.664719","3.08281","0.770551","2.61011","5.13148","0.733634","-1.86383","-53.7521","41.9274","2.34723"
"4.36","0.0435632","0.664722","3.08286","0.770531","2.60996","5.13148","0.733613","-1.86383","-53.7707","41.9262","2.34693"
"4.37","0.0435577","0.664725","3.08291","0.770512","2.60982","5.13149","0.733592","-1.86383","-53.7894","41.925","2.34663"
"4.38","0.0435522","0.664728","3.08296","0.770492","2.60967","5.1315","0.733571","-1.86383","-53.808","41.9238","2.34634"
"4.39","0.0435468","0.664731","3.08301","0.770473","2.60953","5.13151","0.73355","-1.86383","-53.8266","41.9227","2.34605"
"4.4","0.0435413","0.664734","3.08306","0.770454","2.60938","5.13152","0.733529","-1.86383","-53.8453","41.9215","2.34576"
"4.41","0.0435359","0.664737","3.08311","0.770435","2.60924","5.13153","0.733509","-1.86383","-53.8639","41.9203","2.34547"
"4.42","0.0435304","0.66474","3.08316","0.770416","2.60909","5.13153","0.733488","-1.86383","-53.8825","41.9191","2.34518"
"4.43","0.043525","0.664743","3.08321","0.770397","2.60895","5.13154","0.733467","-1.86383","-53.9012","41.918","2.34489"
"4.44","0.0435197","0.664745","3.08326","0.770378","2.6088","5.13155","0.733446","-1.86383","-53.9198","41.9168","2.3446"
"4.45","0.0435144","0.664748","3.08331","0.770359","2.60866","5.13156","0.733425","-1.86383","-53.9385","41.9156","2.34431"
"4.46","0.043509","0.664751","3.08336","0.77034","2.60851","5.13157","0.733404","-1.86383","-53.9571","41.9144","2.34402"
"4.47","0.0435037","0.664754","3.08341","0.770321","2.60837","5.13158","0.733383","-1.86383","-53.9757","41.9133","2.34374"
"4.48","0.0434984","0.664757","3.08346","0.770302","2.60822","5.13158","0.733363","-1.86383","-53.9944","41.9121","2.34345"
"4.49","0.0434931","0.664759","3.08351","0.770283","2.60808","5.13159","0.733342","-1.86383","-54.013","41.9109","2.34317"
"4.5","0.0434878","0.664762","3.08356","0.770264","2.60793","5.1316","0.733321","-1.86383","-54.0316","41.9097","2.34289"
"4.51","0.0434825","0.664765","3.08361","0.770245","2.60779","5.13161","0.7333","-1.86383","-54.0503","41.9086","2.3426"
"4.52","0.0434773","0.664768","3.08366","0.770225","2.60765","5.13162","0.733279","-1.86383","-54.0689","41.9074","2.34232"
"4.53","0.043472","0.66477","3.08371","0.770206","2.6075","5.13163","0.733258","-1.86383","-54.0876","41.9062","2.34204"
"4.54","0.0434668","0.664773","3.08377","0.770187","2.60736","5.13163","0.733237","-1.86383","-54.1062","41.905","2.34176"
"4.55","0.0434615","0.664776","3.08382","0.770168","2.60721","5.13164","0.733216","-1.86383","-54.1248","41.9039","2.34148"
"4.56","0.0434563","0.664779","3.08387","0.770149","2.60707","5.13165","0.733196","-1.86383","-54.1435","41.9027","2.3412"
